968	252	-2054461122	24736
981	376	-2054461122	24736
999	258	-2054461122	24736
1005	34604	1346075225	0
1009	34604	1652984919	0
1009	34604	1252115071	3781
1009	34604	-1768732435	0
1010	34604	-1913527359	0
1011	34604	-1590940960	33665
1014	34604	-630696158	0
1015	34604	-1133150606	0
1017	34604	1057830344	0
1017	34604	2144261082	0
1017	34604	-1267729386	0
1021	34604	1967622804	0
1031	382	-2054461122	24736
1032	34604	1210856268	0
1034	34604	-75564420	5933
1034	34604	1157236255	0
1035	34604	-1589042183	0
1038	34604	-470322556	0
1041	34604	906912100	0
1041	34604	-718305530	0
1041	34604	2079814118	0
1042	34604	1606368026	0
1042	34604	-508493911	1317
1043	34604	-1654112932	0
1044	34604	-44008362	871
1044	34604	218173663	1795
1045	34604	-1678667763	965
1045	34604	-956709904	0
1045	34604	-1964138206	0
1046	34604	-1351906898	231
1047	34604	-1349136335	231
1051	282	-2054461122	24736
1067	269	-2054461122	24736
1083	284	-2054461122	24736
1083	34604	356542150	28486
1088	34604	687776151	0
1089	34604	-2021340952	0
1089	34604	-1926850085	1757
1089	34604	2044395691	915
1091	34604	-279065155	0
1091	34604	-412930201	0
1095	55	1346075225	985
1107	287	-2054461122	24736
1110	348	-2054461122	24736
1110	390	-2054461122	24736
1114	285	-2054461122	24736
1121	55	1346075225	985
1136	493	-2054461122	24736
1179	34602	-1815350774	190
1232	686	-2054461122	24736
1239	679	-2054461122	24736
1248	649	-2054461122	24736
1265	34600	-2054461122	24736
1266	353	-2054461122	24736
1279	34605	841290667	20916
1282	34605	-514468920	1034
1282	34605	1309761805	1452
1282	34605	16120244	915
1284	34605	1228233120	1017
1284	34605	-41068392	1094
1284	34605	849400639	406
1285	34605	-725333177	436
1286	34605	1816490369	403
1287	34605	939918494	437
1288	34605	63346619	409
1288	34605	-42979721	501
1289	34605	1030436349	432
1289	34605	1907008224	409
1289	34605	248253272	4033
1290	34605	431018924	10813
1290	34605	1315748040	443
1291	34605	456373629	392
1291	34605	-515809805	2077
1293	34605	-1994932062	435
1294	34605	546891484	433
1295	34605	586599428	289
1296	34605	430095403	12855
1296	34605	1423463359	423
1296	34605	-2085449917	397
1298	34605	1795096438	631
1300	34605	-1118360187	397
1300	34605	-329680391	429
1300	34605	-359086003	1036
1313	430	-2054461122	24736
1315	377	-2054461122	24736
1320	347	-2054461122	24736
1359	398	-2054461122	24736
1362	104	-2054461122	24736
1371	34607	1346075225	985
1374	34607	-1768732435	374
1374	34607	1252115071	3781
1374	34607	1652984919	2739
1375	365	-2054461122	24736
1376	34607	1057830344	8389
1376	34607	-630696158	1504
1376	34607	906912100	870
1376	34607	-1913527359	929
1377	34607	2144261082	855
1377	34607	-1267729386	995
1381	34607	1606368026	413
1383	34607	1157236255	982
1384	34607	-956709904	1139
1385	34607	-1590940960	33665
1385	34607	-2021340952	42
1386	34607	-718305530	976
1387	34607	-1133150606	6507
1387	34607	-145881674	972
1387	34607	-1964138206	1991
1387	34606	-2021340952	0
1388	34607	2079814118	915
1389	34607	-1589042183	966
1391	34607	1967622804	945
1393	34607	1210856268	965
1394	55	1346075225	985
1400	34607	-22432789	15529
1400	34607	-541671533	574
1402	34607	-228685132	208
1404	34607	-1887880644	123
1407	34607	229252726	1050
1411	34607	1917359787	43
1411	34607	-223144006	235
1414	34607	-1797254408	1251
1431	387	-2054461122	24736
1438	34601	-2054461122	24736
1451	161	-2054461122	24736
1451	56	-2054461122	24736
1467	176	-2054461122	24736
1468	34607	-288057050	12824
1471	55	1346075225	985
1473	559	-2054461122	24736
1474	34607	-470322556	4573
1474	34607	-508493911	1317
1474	34607	687776151	42
1475	180	-2054461122	24736
1479	34607	-1004836128	1018
1480	34607	-436098201	1362
1480	34607	-666485801	12009
1481	34607	-223856605	169
1483	34607	1696703115	169
1485	34607	-1550244148	169
1485	34607	-372197788	169
1487	34607	2044395691	915
1487	34607	598272923	366
1491	34607	218173663	1795
1492	34607	-311503634	1285
1492	34607	-844621	869
1493	34607	2103292701	520
1494	34607	1451116599	1056
1495	34607	-1659675938	333
1496	34607	-2110003284	569
1496	34607	-812699078	1078
1496	34607	-44008362	871
1498	34607	-1678667763	965
1518	184	-2054461122	24736
1561	260	-2054461122	24736
1593	439	-2054461122	24736
1601	249	-2054461122	24736
1603	235	-2054461122	24736
1604	34607	1768005531	4234
1606	34607	-1654112932	915
1607	34607	941113073	281
1607	34607	935571947	346
1615	248	-2054461122	24736
1642	514	-2054461122	24736
1656	218	-2054461122	24736
1663	1072	-2054461122	24736
1679	128	-2054461122	24736
1689	139	-2054461122	24736
1693	20109	1346075225	0
1693	20109	-1768732435	0
1693	20109	1652984919	0
1694	20109	1252115071	3781
1705	505	-2054461122	24736
1710	55	1346075225	985
1725	34607	-288057050	12824
1726	20109	-1133150606	0
1727	20109	-1589042183	0
1727	20109	-718305530	0
1727	20109	-1913527359	929
1727	20109	1210856268	0
1728	20109	-223144006	0
1728	20109	-22432789	0
1728	20109	-630696158	1504
1728	20109	-541671533	0
1729	20109	906912100	0
1729	20109	-2021340952	0
1729	20109	-1589042183	838
1730	20109	-223144006	107
1731	20109	1157236255	0
1731	20109	1606368026	0
1731	20109	2079814118	0
1731	20109	-228685132	208
1731	20109	1917359787	0
1732	20109	1967622804	0
1733	20109	-956709904	0
1734	20109	-1887880644	0
1734	20109	-1964138206	0
1735	20109	229252726	1050
1735	20109	-1797254408	1251
1751	221	-2054461122	24736
1764	34603	-2054461122	24736
1767	175	-2054461122	24736
1767	55	1346075225	985
1769	20109	-434446307	3048
1771	20109	569550214	254
1771	20109	429205781	25676
1771	20109	-2103288575	686
1771	20109	523934449	2207
1771	20109	615748921	2122
1772	20109	-1652055830	11652
1773	20109	1903052442	1644
1774	20109	-288057050	12824
1775	20109	-470322556	0
1775	20109	-508493911	1317
1775	20109	687776151	42
1776	20109	-44008362	871
1776	20109	2044395691	915
1776	20109	1696703115	169
1776	20109	-844621	869
1777	20109	-436098201	1362
1777	20109	-223856605	169
1778	20109	1696703115	169
1778	20109	-372197788	169
1778	20109	1696703115	169
1778	20109	218173663	1795
1779	20109	-372197788	169
1780	20109	-1659675938	333
1780	20109	-666485801	12009
1780	20109	-1004836128	1018
1780	20109	1451116599	1056
1780	34602	-1815350774	190
1781	20109	-1678667763	965
1781	20109	-1550244148	169
1781	20109	2103292701	520
1782	20109	598272923	366
1782	20109	-311503634	1285
1782	20109	-1550244148	169
1782	20109	-2110003284	569
1783	20109	-812699078	1078
1785	0	-1506655723	60349
1786	1	356415145	2557
1786	1	918828150	2843
1786	2	-1913527359	929
1786	1	602547309	3401
1787	2	-630696158	1504
1787	1	-2140554372	2861
1787	3	1884172393	0
1787	4	1427245878	12800
1787	5	2044395691	915
1787	6	-1490244406	764
1787	6	-2031636056	475
1787	6	-397003886	473
1788	7	1268758029	5521
1788	1	1886390746	327
1788	8	1235176832	1548
1788	8	1130815083	996
1788	8	-1632851216	163
1788	8	982319470	163
1788	9	-1651878324	4649
1788	3	842703069	0
1788	3	-1007199161	2672
1788	3	-1850233713	3730
1788	9	1535131081	14315
1788	10	-1407030572	359
1788	9	1100277891	507
1788	8	-208978884	158
1788	8	-424354206	160
1788	8	1330698074	82
1788	11	-208978884	158
1788	12	842703069	374
1788	10	-749344057	286
1788	12	-1007199161	2672
1788	1	-45272060	2491
1788	12	-1850233713	3730
1788	10	1258719472	377
1788	10	-1165150105	0
1788	10	193062381	380
1789	8	846611801	16606
1789	12	-1590940960	33665
1789	10	-1165150105	124
1789	8	-1116256475	25676
1789	8	1748323010	0
1789	10	685276035	316
1789	8	1880394663	0
1789	2	151150870	934
1789	10	-1706765110	1125
1789	1	1650679669	1927
1789	5	218173663	1795
1789	1	-1506655723	60349
1789	13	1748323010	1189
1789	3	-1913527359	0
1789	14	-630696158	1504
1789	3	-630696158	0
1789	15	-1510450195	6213
1789	13	-1146751159	2122
1789	13	1235176832	1548
1789	16	150202904	177
1789	17	-55751740	915
1789	17	337612029	1170
1789	18	205891521	20126
1789	3	-760166052	0
1789	12	-23356310	15609
1789	17	256083344	990
1789	19	1479571402	853
1789	20109	-1654112932	0
1789	20109	941113073	0
1789	20109	1768005531	4234
1789	20109	935571947	0
1790	12	-630696158	1504
1790	19	-1932419066	994
1790	3	1057830344	8389
1790	19	1057830344	8389
1790	8	-1146751159	2122
1790	3	1479571402	0
1790	3	-1932419066	0
1790	1	415094895	2140
1790	12	-2021340952	42
1790	3	242222420	0
1790	3	-1457888092	0
1790	12	-1691343930	1807
1790	12	-2064510366	6507
1790	20	-982737066	183
1790	20	2020021684	415
1790	0	-45272060	2491
1790	5	687776151	42
1790	5	-508493911	1317
1790	13	1263805983	984
1790	2	-364654294	416
1790	13	-2068038837	963
1790	20	-851372984	723
1790	10	-1206028198	416
1790	2	-1457888092	870
1790	15	1223702455	19967
1790	15	1894925057	1664
1790	8	1130815083	0
1791	8	522887187	0
1791	15	-1673407800	1460
1791	20	565554038	599
1791	12	-542595054	499
1791	12	-1797254408	1251
1791	12	242222420	776
1791	2	-2021340952	42
1791	12	1057830344	8389
1791	2	-1691343930	1807
1791	12	-1932419066	994
1791	21	545380625	21300
1791	8	-1632851216	0
1791	12	2026692655	1005
1791	17	-2012090712	1171
1791	22	-1436116751	3866
1791	23	1041098467	8712
1791	24	-2021340952	0
1792	24	256187367	0
1792	5	-844621	869
1792	20	-455906560	702
1792	24	961291458	0
1792	5	-812699078	1078
1792	5	-436098201	1362
1792	17	1144594223	406
1792	20	51475028	704
1792	25	356415145	2557
1792	26	2026692655	1005
1792	27	1192998179	668
1792	13	522887187	933
1792	28	-1341055957	6472
1792	13	-686590299	1197
1793	23	918828150	2843
1793	12	-1913527359	929
1793	23	602547309	3401
1793	15	1694350412	754
1793	23	-2140554372	2861
1793	23	1886390746	327
1793	29	-439108971	15543
1793	20	-1151017454	6444
1793	12	-2036010190	1991
1793	12	-228685132	208
1793	23	-45272060	2491
1793	20	-1151940975	5874
1793	23	1650679669	1927
1793	23	415094895	2140
1793	8	1330698074	0
1793	5	-666485801	12009
1793	2	-23356310	15609
1793	12	-223144006	235
1793	12	1479571402	853
1793	15	558727075	744
1793	23	-1506655723	60349
1793	2	-2064510366	6507
1793	5	-1659675938	333
1793	12	-1457888092	870
1794	30	-878621907	13898
1794	2	-87253504	914
1794	16	261948945	142
1794	3	-542595054	499
1794	3	-1590940960	33665
1794	12	-760166052	937
1794	3	-2021340952	0
1794	3	-1691343930	0
1794	5	2103292701	520
1794	3	-2021340952	0
1794	31	151150870	934
1794	15	1573696813	572
1794	3	151150870	0
1794	31	-87253504	914
1794	32	-1506655723	60349
1795	12	-364654294	416
1795	12	-1887880644	123
1795	12	734902793	914
1795	12	229252726	1050
1795	12	-87253504	914
1795	15	178558598	1808
1795	17	-490858493	1989
1795	12	151150870	934
1795	23	1884172393	892
1795	12	1917359787	43
1795	5	-311503634	1285
1795	19	2026692655	1005
1795	25	-2140554372	2861
1795	19	-1457888092	870
1795	23	842703069	374
1795	23	-1007199161	2672
1795	33	415094895	2140
1796	25	415094895	2140
1796	23	1057830344	8389
1796	17	824258621	1293
1796	17	-1790256333	397
1796	23	242222420	776
1796	12	1415124438	828
1796	16	152049946	138
1796	17	-430139593	436
1796	3	-364654294	0
1796	23	-1932419066	994
1796	20	2021868726	513
1796	3	2026692655	0
1796	23	-2064510366	6507
1796	3	-87253504	0
1796	23	151150870	934
1796	3	-2064510366	0
1796	34	-220503948	5033
1796	19	-87253504	914
1796	3	-228685132	208
1797	35	1041098467	8712
1797	36	1427245878	12800
1797	23	-1457888092	870
1797	23	-2021340952	42
1797	23	-364654294	416
1797	20	1350408430	722
1797	5	1451116599	1056
1797	23	-1887880644	123
1797	23	2026692655	1005
1797	23	-760166052	937
1797	23	734902793	914
1797	24	-1510450195	6228
1797	5	-1550244148	169
1797	12	1496921069	2925
1797	23	-87253504	914
1797	17	722755469	455
1797	23	-23356310	15609
1797	3	734902793	0
1797	37	-1236040980	49256
1797	3	-223144006	0
1797	26	734902793	914
1797	10728	1041098467	8749
1798	10728	1886390746	327
1798	19	1415124438	828
1798	17	-823166603	397
1798	12	-1425683092	20929
1798	12	-488916585	1226
1798	12	706529349	11253
1798	12	-1153436880	1068
1798	23	1415124438	828
1798	23	-2036010190	1991
1798	21	-1860419706	527
1798	21	1779436484	21127
1798	38	-2097853510	11971
1798	21	1880394663	42
1798	23	-1797254408	1251
1798	34	-1035372472	44502
1798	5	-223856605	169
1798	3	-2036010190	0
1798	12	-1922579902	669
1798	19	734902793	914
1798	35	356415145	2557
1799	23	-228685132	208
1799	5	-1678667763	965
1799	23	-2021340952	42
1799	23	-1691343930	1807
1799	23	229252726	1050
1799	19	-364654294	416
1799	17	1235112078	437
1799	23	-542595054	499
1799	17	-1699738478	435
1799	17	358540203	409
1799	39	1709315544	688
1799	39	1996076132	33296
1799	201	-2054461122	24736
1800	25	1650679669	1927
1800	23	1917359787	43
1800	17	1718656943	423
1800	1	1884172393	892
1800	5	1696703115	169
1800	35	-2140554372	2861
1800	35	415094895	2140
1800	35	1886390746	327
1800	35	-45272060	2491
1800	35	1650679669	1927
1800	17	-1216193613	427
1800	16	-496352395	646
1801	17	842085068	433
1801	40	1455902719	13022
1801	17	-2092765488	409
1801	19	151150870	934
1801	1	1884172393	892
1801	37	687776151	42
1801	19	-760166052	937
1801	19	-2036010190	1991
1801	8	-2068038837	963
1801	22	-1801231976	1438
1801	17	-34486807	429
1801	38	1192998179	668
1802	20	-1056032271	677
1802	16	121573753	248
1802	17	1325629933	432
1802	1	842703069	374
1802	17	799792116	289
1802	20	-1032048765	761
1802	20	-1152864496	6431
1803	17	1218809100	5003
1803	20	-28661944	582
1803	17	2008289126	631
1803	17	205877798	800
1803	41	1022467938	0
1804	17	-2079277697	15314
1804	1	-1590940960	0
1804	40	1144594223	406
1804	40	-1575996153	474
1804	16	1153146710	214
1804	26	-87253504	914
1804	26	151150870	934
1804	8	-2097853510	11971
1804	38	120650232	187
1805	15	378583139	18694
1805	40	-2014883643	14275
1805	8	-356284171	18794
1805	42	1427245878	12800
1805	25	-45272060	2491
1805	8	-499122958	639
1805	8	1192998179	668
1805	8	1465050615	1105
1805	43	-419572047	6523
1806	20	-1780266501	728
1806	12	-208297693	6143
1806	20	2023715768	114
1806	12	-169887267	11324
1806	12	1297636841	453
1806	12	531931684	1647
1806	21	2050503700	847
1806	44	1883027159	11157
1806	38	122497274	97
1806	21	923647937	940
1806	45	1427245878	12800
1806	32	-1007199161	2672
1806	15	1359857602	1462
1806	15	1642306650	2262
1806	20	849233949	658
1806	8	947309921	655
1807	8	-497275916	670
1807	29	962460485	4753
1807	37	-1165150105	284
1807	40	-1065344860	4474
1807	12	860333324	1201
1807	38	1007230392	164
1807	20	2020945205	417
1807	15	479954026	597
1807	39	-55751740	915
1807	39	337612029	1170
1807	46	-762004112	22760
1808	12	1668558665	2020
1808	47	1041098467	8712
1808	12	-31434405	3606
1808	15	-822146804	1275
1808	44	-438185450	17227
1808	44	941219502	5623
1808	32	1057830344	8389
1808	12	-1176821726	1134
1808	43	1752208589	11735
1808	43	-538115594	918
1808	44	-1379281308	1892
1808	38	-499122958	639
1808	48	1189613766	7697
1808	15	-916875091	1294
1809	37	-1088768144	1547
1809	25	1346075225	954
1809	21	1012838968	1027
1809	15	-766297009	1393
1809	15	-1851125587	999
1809	0	1884172393	892
1809	32	842703069	374
1810	46	589114996	0
1810	8	1751549683	1379
1810	46	-1126082387	0
1810	46	-1127005908	0
1810	8	-498199437	665
1810	38	144661778	259
1810	15	-494493720	15328
1810	49	-318234624	3132
1810	38	-498199437	665
1810	15	-1598200521	2900
1810	39	256083344	990
1810	34607	-75564420	5933
1811	50	-498988720	0
1811	8	-495428874	643
1812	41	-1258509852	0
1812	30	-1938431402	2997
1812	8	-493581832	641
1812	38	289654575	102
1812	12	232378522	16722
1812	8	-492658311	628
1812	12	373142017	1486
1813	12	2021868726	513
1813	8	-496352395	646
1813	5	-2110003284	569
1813	39	-2012090712	1171
1813	32	-2064510366	6507
1813	8	-494505353	631
1813	26	-364654294	416
1813	34607	-1349136335	231
1813	34607	-1351906898	231
1814	12	-982737066	183
1814	38	261948945	142
1814	38	123420795	236
1814	39	-490858493	1989
1814	51	1874715470	11097
1814	38	-494505353	631
1814	52	22451940	5097
1815	10	846611801	16606
1815	0	842703069	374
1815	53	203120958	5152
1815	25	-1768732435	374
1815	0	-1007199161	2672
1815	0	-1850233713	3730
1815	39	1709315544	688
1815	47	1884172393	0
1815	37	-1407030572	359
1815	37	-542627801	402
1815	41	939372460	0
1816	32	1479571402	853
1816	38	116032627	259
1816	42	-470322556	4573
1816	38	1039553627	297
1816	54	-498988720	4870
1816	0	1479571402	853
1816	38	124344316	159
1816	10	-424354206	160
1817	26	1415124438	828
1817	0	-2021340952	42
1817	41	-1361445488	0
1817	32	242222420	776
1817	38	-497275916	670
1817	52	1490001490	447
1817	12	-983660587	173
1817	39	-1790256333	397
1817	38	265643029	173
1817	12	2053268440	667
1818	26	-2036010190	1991
1818	12	2024639289	114
1818	12	2023715768	114
1818	12	2020945205	417
1818	39	-430139593	436
1818	38	-492658311	628
1818	25	-1913527359	929
1818	52	1041098467	8712
1818	12	2020021684	415
1818	32	-1457888092	870
1819	55	1041098467	8712
1819	56	-1506655723	60349
1819	38	1063565173	165
1819	46	1121068781	0
1819	38	-1719156834	184
1819	37	-1206028198	416
1819	37	-1706765110	1125
1819	37	685276035	316
1819	51	964307527	4714
1819	2	-457040564	915
1820	23	1496921069	2925
1820	52	1825849481	2820
1820	52	163452385	10457
1820	32	-1759096212	5765
1820	38	293348659	279
1820	41	784572666	0
1820	39	2111683953	403
1820	38	121573753	248
1820	23	-1425683092	20929
1820	23	-488916585	1226
1820	23	706529349	11253
1821	33	1886390746	327
1821	38	435010093	0
1821	46	-1129776471	0
1821	47	-2064510366	0
1821	39	-823166603	397
1822	25	2144261082	855
1822	57	2044395691	915
1822	47	2026692655	0
1822	58	-630696158	1504
1822	57	-1004836128	1018
1822	57	1936805962	1210
1823	47	229252726	1050
1823	47	-1887880644	0
1823	38	1751549683	1379
1823	38	1097449210	0
1824	25	1967622804	945
1824	47	-1797254408	0
1824	59	-111947211	4801
1824	60	-381850669	16554
1824	47	-87253504	0
1824	47	1917359787	0
1824	47	1415124438	0
1824	47	-542595054	0
1824	47	151150870	0
1825	61	-1028644643	9686
1825	62	378583139	18694
1825	23	-1922579902	669
1825	63	356415145	2557
1825	63	918828150	2843
1825	63	602547309	3401
1825	47	-760166052	0
1825	47	242222420	0
1825	46	-1219784157	0
1825	47	734902793	0
1825	39	1235112078	437
1825	39	-1699738478	435
1826	64	1886390746	327
1826	38	1097449210	10902
1826	25	1210856268	965
1826	57	-436098201	1362
1826	65	1884172393	892
1826	30	190318977	893
1826	57	2103292701	520
1826	57	-1659675938	333
1827	65	-1007199161	2672
1827	65	-1850233713	3730
1827	39	358540203	409
1827	65	1057830344	8389
1827	65	242222420	776
1827	6	-757239394	2042
1827	65	1479571402	853
1827	65	-1913527359	929
1827	64	-45272060	2491
1827	65	-630696158	1504
1827	65	-1590940960	33665
1827	65	-1932419066	994
1827	66	1041098467	8712
1827	62	1359857602	1462
1827	67	777743023	7001
1827	47	-2097853510	11971
1828	7	1642306650	2262
1828	30	2043414533	20385
1828	6	1292334749	9911
1828	25	1157236255	982
1828	64	-1506655723	60349
1828	6	204879018	8369
1828	6	-276841811	7644
1828	68	-322359273	11562
1828	69	-1401395364	5469
1828	34	-555963046	2909
1828	70	-547118132	369
1829	64	415094895	2140
1829	66	1041098467	8712
1829	6	-449618148	7397
1829	71	1824845336	10857
1829	72	1041098467	8712
1829	39	-1216193613	427
1829	67	288664006	1703
1829	47	1192998179	0
1829	67	1722655917	11023
1829	47	1465050615	0
1830	71	963384006	4132
1830	71	-3235018	1603
1830	39	842085068	433
1830	25	-718305530	976
1830	65	-2021340952	42
1830	65	-1691343930	1807
1830	47	120650232	0
1830	65	-2021340952	42
1830	47	-499122958	0
1830	65	2026692655	1005
1830	65	734902793	914
1831	65	-2064510366	6507
1831	47	1007230392	0
1831	39	-2092765488	409
1831	47	1181775861	0
1831	65	-87253504	914
1831	65	-228685132	208
1831	73	1041098467	0
1831	62	-766297009	1393
1831	62	-494493720	15328
1831	66	356415145	2557
1831	57	-2074003714	1431
1831	47	1153146710	0
1831	65	-364654294	416
1831	65	-2036010190	1991
1831	47	-495428874	0
1831	65	-1887880644	123
1832	65	-1797254408	1251
1832	74	1041098467	0
1832	75	846611801	16606
1832	47	119726711	0
1832	25	1606368026	413
1832	65	-542595054	499
1832	14	356415145	2557
1832	47	264719508	0
1832	40	-187303057	12669
1832	73	918828150	2843
1832	73	-1506655723	60349
1832	65	-223144006	235
1832	65	151150870	934
1832	76	845688280	36783
1832	65	229252726	1050
1832	53	204044479	16909
1832	65	1917359787	43
1832	2	734902793	914
1832	73	-2140554372	2861
1833	2	2026692655	1005
1833	66	918828150	2843
1833	1	-1691343930	1807
1833	1	-1913527359	929
1833	66	-1506655723	60349
1833	1	-630696158	1504
1833	1	-2021340952	42
1833	77	-1146751159	2122
1833	1	-2064510366	6507
1833	77	1880394663	42
1833	57	1451116599	1056
1833	47	261948945	0
1833	47	1063565173	0
1833	232	-2054461122	24736
1834	66	-2140554372	2861
1834	75	1130815083	996
1834	57	1696703115	169
1834	39	1325629933	432
1834	77	1235176832	1548
1834	47	-1719156834	0
1834	47	116956148	0
1834	6	28048484	21003
1834	6	314265681	740
1834	75	-1632851216	163
1834	75	982319470	0
1834	25	-1590940960	33665
1834	6	1844946699	1061
1834	66	1886390746	327
1834	47	-493581832	0
1834	47	208384727	0
1834	75	-424354206	160
1834	69	1228791104	5053
1834	73	415094895	2140
1834	1	1057830344	8389
1834	1	1479571402	853
1834	1	-1932419066	994
1834	47	1751549683	0
1835	47	-497275916	0
1835	78	1928446037	3035
1835	47	290578096	0
1835	6	-799962202	2559
1835	75	-208978884	158
1835	6	-2112031123	520
1835	70	-1606990881	542
1835	79	-2087922133	22515
1835	79	1709315544	688
1835	2	1415124438	828
1835	1	-542595054	499
1835	70	1319865693	650
1835	66	1650679669	1927
1835	80	-467283985	42591
1835	79	-1972696765	0
1835	79	1996076132	0
1835	39	799792116	289
1835	2	-760166052	937
1835	47	287807533	0
1835	6	-298459061	387
1835	66	-45272060	2491
1836	70	-531418275	353
1836	73	1886390746	327
1836	81	1041098467	8712
1836	5	-1774045747	4869
1836	78	-541577006	314
1836	1	229252726	1050
1836	77	1263805983	984
1836	2	-2036010190	1991
1836	62	-1598200521	2900
1836	68	-548965174	434
1836	47	116032627	0
1836	3	2023973305	568
1836	1	-1457888092	870
1836	3	-393508250	852
1836	47	204690643	0
1836	6	1178719112	614
1836	57	-223856605	169
1836	47	124344316	0
1836	3	-1750539747	933
1836	57	-372197788	169
1836	7	-1588547973	1394
1836	47	265643029	0
1837	47	123420795	0
1837	66	415094895	2140
1837	47	118803190	0
1837	34	-1972696765	1031
1837	69	115510366	1425
1837	6	-916043382	616
1837	57	598272923	366
1837	79	-136791132	0
1837	47	-494505353	0
1837	6	1266687735	714
1837	47	1062641652	0
1838	34	-136791132	18328
